금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,적립유형,저축기간(개월),기본금리(%),최고우대금리(%),금융권
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,24,3.8,3.8,2금융권
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,24,3.5,3.5,2금융권
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,24,3.2,3.3,2금융권
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,36,3.8,3.8,2금융권
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,36,3.5,3.5,2금융권
KB저축은행,KB일반e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,36,3.3,3.4,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,6,3.0,3.0,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,12,3.8,3.8,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,12,3.6,3.6,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,12,3.0,3.2,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,24,3.8,3.8,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,24,3.4,3.4,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,24,3.1,3.3,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,36,3.8,3.8,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,36,3.4,3.4,2금융권
KB저축은행,KB일반정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,36,3.2,3.4,2금융권
KB저축은행,KB착한e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,12,3.7,3.8,2금융권
KB저축은행,KB착한e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,24,3.7,3.8,2금융권
KB저축은행,KB착한e-Plus정기적금,"인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,36,3.7,3.8,2금융권
KB저축은행,KB착한누리적금,"영업점,인터넷,스마트폰","- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율",인터넷뱅킹/모바일뱅킹으로 가입시 우대이율 연0.5% 적용,"기초생활수급자, 소년소녀가장, 한부모가족지원보호대상자, 새터민, 만65세이상 차상위계층, 장애인연금·장애수당·장애아동수당 대상자",복리,정액적립식,12,4.5,5.0,2금융권
KB저축은행,KB착한정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,6,2.6,2.6,2금융권
KB저축은행,KB착한정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,12,3.6,3.8,2금융권
KB저축은행,KB착한정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,12,4.0,4.0,2금융권
KB저축은행,KB착한정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,24,3.6,3.8,2금융권
KB저축은행,KB착한정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,24,3.8,3.8,2금융권
KB저축은행,KB착한정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,단리,정액적립식,36,3.6,3.8,2금융권
KB저축은행,KB착한정기적금,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 
단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제
-KB스타클럽 고객 연0.1%p적용.
단, 베스트, 그랜드, VIP,VVIP등급 적용",제한없음,복리,정액적립식,36,3.8,3.8,2금융권
MS저축은행,아이사랑 정기적금,영업점,만기후 1개월간은 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리를 적용하고 만기후 1개월 경과시는 보통예금이자율,없음,만 19세미만 자녀 2명 이상을 둔 부모 및 자녀 (각 1인 1계좌),복리,정액적립식,6,3.0,3.0,2금융권
MS저축은행,아이사랑 정기적금,영업점,만기후 1개월간은 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리를 적용하고 만기후 1개월 경과시는 보통예금이자율,없음,만 19세미만 자녀 2명 이상을 둔 부모 및 자녀 (각 1인 1계좌),복리,정액적립식,12,3.5,3.5,2금융권
MS저축은행,아이사랑 정기적금,영업점,만기후 1개월간은 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리를 적용하고 만기후 1개월 경과시는 보통예금이자율,없음,만 19세미만 자녀 2명 이상을 둔 부모 및 자녀 (각 1인 1계좌),단리,정액적립식,12,6.0,6.0,2금융권
MS저축은행,아이사랑 정기적금,영업점,만기후 1개월간은 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리를 적용하고 만기후 1개월 경과시는 보통예금이자율,없음,만 19세미만 자녀 2명 이상을 둔 부모 및 자녀 (각 1인 1계좌),복리,정액적립식,24,3.5,3.5,2금융권
MS저축은행,아이사랑 정기적금,영업점,만기후 1개월간은 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리를 적용하고 만기후 1개월 경과시는 보통예금이자율,없음,만 19세미만 자녀 2명 이상을 둔 부모 및 자녀 (각 1인 1계좌),단리,정액적립식,24,5.8,5.8,2금융권
MS저축은행,아이사랑 정기적금,영업점,만기후 1개월간은 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리를 적용하고 만기후 1개월 경과시는 보통예금이자율,없음,만 19세미만 자녀 2명 이상을 둔 부모 및 자녀 (각 1인 1계좌),복리,정액적립식,36,3.5,3.5,2금융권
